Clients, Delay (ms)
16 Pubs and Subs ,16522.22
16 Pubs and Subs ,16979.82
16 Pubs and Subs ,17013.32
16 Pubs and Subs ,17041.91
16 Pubs and Subs ,17343.45
16 Pubs and Subs ,17032.64
16 Pubs and Subs ,16594.77
16 Pubs and Subs ,16608.98
16 Pubs and Subs ,17087.39
16 Pubs and Subs ,16681.48
16 Pubs and Subs ,17124.50
16 Pubs and Subs ,16682.94
16 Pubs and Subs ,17134.60
16 Pubs and Subs ,16750.48
16 Pubs and Subs ,17134.78
16 Pubs and Subs ,17173.11
16 Pubs and Subs ,17164.76
16 Pubs and Subs ,17192.27
16 Pubs and Subs ,17237.42
16 Pubs and Subs ,16781.92
16 Pubs and Subs ,17250.03
16 Pubs and Subs ,17302.68
16 Pubs and Subs ,17254.10
16 Pubs and Subs ,16865.20
16 Pubs and Subs ,17306.11
16 Pubs and Subs ,17462.75
16 Pubs and Subs ,17383.22
16 Pubs and Subs ,16942.95
16 Pubs and Subs ,17246.10
16 Pubs and Subs ,17371.01
16 Pubs and Subs ,17381.47
16 Pubs and Subs ,16966.81
16 Pubs and Subs ,16671.62
16 Pubs and Subs ,17443.43
16 Pubs and Subs ,17427.27
16 Pubs and Subs ,17058.65
16 Pubs and Subs ,17526.15
16 Pubs and Subs ,16766.35
16 Pubs and Subs ,17390.39
16 Pubs and Subs ,17612.03
16 Pubs and Subs ,17529.73
16 Pubs and Subs ,17445.98
16 Pubs and Subs ,17345.81
16 Pubs and Subs ,17588.89
16 Pubs and Subs ,17200.58
16 Pubs and Subs ,17635.14
16 Pubs and Subs ,17197.04
16 Pubs and Subs ,17522.51
16 Pubs and Subs ,17631.10
16 Pubs and Subs ,16839.22
16 Pubs and Subs ,16897.30
16 Pubs and Subs ,17287.84
16 Pubs and Subs ,17765.88
16 Pubs and Subs ,17823.49
16 Pubs and Subs ,17407.66
16 Pubs and Subs ,17558.94
16 Pubs and Subs ,17560.65
16 Pubs and Subs ,17692.56
16 Pubs and Subs ,17831.09
16 Pubs and Subs ,17111.29
16 Pubs and Subs ,17752.46
16 Pubs and Subs ,17462.19
16 Pubs and Subs ,17033.35
16 Pubs and Subs ,17034.24
16 Pubs and Subs ,17680.35
16 Pubs and Subs ,17896.93
16 Pubs and Subs ,17540.01
16 Pubs and Subs ,17168.30
16 Pubs and Subs ,18031.87
16 Pubs and Subs ,17609.86
16 Pubs and Subs ,17600.95
16 Pubs and Subs ,17682.74
16 Pubs and Subs ,18057.92
16 Pubs and Subs ,17230.28
16 Pubs and Subs ,17980.45
16 Pubs and Subs ,17877.95
16 Pubs and Subs ,18158.42
16 Pubs and Subs ,17276.20
16 Pubs and Subs ,17915.13
16 Pubs and Subs ,17414.65
16 Pubs and Subs ,18038.72
16 Pubs and Subs ,17752.88
16 Pubs and Subs ,17316.62
16 Pubs and Subs ,17352.51
16 Pubs and Subs ,17846.78
16 Pubs and Subs ,17827.20
16 Pubs and Subs ,18268.93
16 Pubs and Subs ,17864.60
16 Pubs and Subs ,18129.02
16 Pubs and Subs ,17829.92
16 Pubs and Subs ,17489.13
16 Pubs and Subs ,17871.27
16 Pubs and Subs ,18089.00
16 Pubs and Subs ,17585.98
16 Pubs and Subs ,17948.18
16 Pubs and Subs ,18142.96
16 Pubs and Subs ,18188.07
16 Pubs and Subs ,18010.91
16 Pubs and Subs ,18441.95
16 Pubs and Subs ,17571.13
16 Pubs and Subs ,18031.72
16 Pubs and Subs ,18078.51
16 Pubs and Subs ,18052.84
16 Pubs and Subs ,18071.69
16 Pubs and Subs ,17682.85
16 Pubs and Subs ,18125.77
16 Pubs and Subs ,18161.08
16 Pubs and Subs ,18167.18
16 Pubs and Subs ,17751.89
16 Pubs and Subs ,18263.06
16 Pubs and Subs ,18628.68
16 Pubs and Subs ,17804.52
16 Pubs and Subs ,17923.28
16 Pubs and Subs ,18248.61
16 Pubs and Subs ,17951.45
16 Pubs and Subs ,18269.91
16 Pubs and Subs ,17856.81
16 Pubs and Subs ,18301.33
16 Pubs and Subs ,18295.69
16 Pubs and Subs ,18341.83
16 Pubs and Subs ,18337.63
16 Pubs and Subs ,18364.15
16 Pubs and Subs ,18718.44
16 Pubs and Subs ,18032.99
16 Pubs and Subs ,18117.22
16 Pubs and Subs ,18138.75
16 Pubs and Subs ,18476.28
16 Pubs and Subs ,18458.28
16 Pubs and Subs ,18487.15
16 Pubs and Subs ,18097.62
16 Pubs and Subs ,18144.32
16 Pubs and Subs ,18738.70
16 Pubs and Subs ,18531.98
16 Pubs and Subs ,18122.33
16 Pubs and Subs ,18177.01
16 Pubs and Subs ,18591.26
16 Pubs and Subs ,18174.07
16 Pubs and Subs ,18638.13
16 Pubs and Subs ,18658.53
16 Pubs and Subs ,18232.20
16 Pubs and Subs ,18364.75
16 Pubs and Subs ,18269.67
16 Pubs and Subs ,18752.30
16 Pubs and Subs ,18737.32
16 Pubs and Subs ,18311.16
16 Pubs and Subs ,18299.88
16 Pubs and Subs ,18451.41
16 Pubs and Subs ,18798.74
16 Pubs and Subs ,18826.44
16 Pubs and Subs ,18521.55
16 Pubs and Subs ,18410.76
16 Pubs and Subs ,18451.74
16 Pubs and Subs ,18416.11
16 Pubs and Subs ,18849.87
16 Pubs and Subs ,18566.78
16 Pubs and Subs ,18500.45
16 Pubs and Subs ,18603.44
16 Pubs and Subs ,18531.88
16 Pubs and Subs ,18484.13
16 Pubs and Subs ,18940.04
16 Pubs and Subs ,18560.46
16 Pubs and Subs ,18529.49
16 Pubs and Subs ,18558.09
16 Pubs and Subs ,18597.13
16 Pubs and Subs ,18640.26
16 Pubs and Subs ,18719.36
16 Pubs and Subs ,18597.11
16 Pubs and Subs ,18622.88
16 Pubs and Subs ,18659.51
16 Pubs and Subs ,18719.76
16 Pubs and Subs ,18673.01
16 Pubs and Subs ,18693.42
16 Pubs and Subs ,18744.99
16 Pubs and Subs ,18732.65
16 Pubs and Subs ,18803.83
16 Pubs and Subs ,24697.25
16 Pubs and Subs ,24735.93
16 Pubs and Subs ,24741.65
16 Pubs and Subs ,24742.84
16 Pubs and Subs ,24753.60
16 Pubs and Subs ,24754.42
16 Pubs and Subs ,24721.36
16 Pubs and Subs ,24790.85
16 Pubs and Subs ,24797.44
16 Pubs and Subs ,24799.23
16 Pubs and Subs ,24801.73
16 Pubs and Subs ,24808.98
16 Pubs and Subs ,24812.61
16 Pubs and Subs ,24823.00
16 Pubs and Subs ,24827.41
16 Pubs and Subs ,24828.35
16 Pubs and Subs ,24830.28
16 Pubs and Subs ,24902.53
16 Pubs and Subs ,24905.97
16 Pubs and Subs ,24913.21
16 Pubs and Subs ,24940.04
16 Pubs and Subs ,24940.64
16 Pubs and Subs ,24941.13
16 Pubs and Subs ,24941.55
16 Pubs and Subs ,24943.19
16 Pubs and Subs ,24949.89
16 Pubs and Subs ,24951.27
16 Pubs and Subs ,24957.00
16 Pubs and Subs ,24960.74
16 Pubs and Subs ,24877.36
16 Pubs and Subs ,24963.33
16 Pubs and Subs ,24965.33
16 Pubs and Subs ,24970.46
16 Pubs and Subs ,25001.77
16 Pubs and Subs ,25039.67
16 Pubs and Subs ,25077.60
16 Pubs and Subs ,25078.39
16 Pubs and Subs ,25079.30
16 Pubs and Subs ,25086.68
16 Pubs and Subs ,25089.59
16 Pubs and Subs ,25094.17
16 Pubs and Subs ,25094.70
16 Pubs and Subs ,25098.69
16 Pubs and Subs ,25105.46
16 Pubs and Subs ,25082.18
16 Pubs and Subs ,25108.77
16 Pubs and Subs ,25108.96
16 Pubs and Subs ,25117.57
16 Pubs and Subs ,25119.98
16 Pubs and Subs ,25188.46
16 Pubs and Subs ,25189.27
16 Pubs and Subs ,25205.12
16 Pubs and Subs ,25210.04
16 Pubs and Subs ,25214.72
16 Pubs and Subs ,25217.46
16 Pubs and Subs ,25240.28
16 Pubs and Subs ,25247.76
16 Pubs and Subs ,25257.11
16 Pubs and Subs ,25278.58
16 Pubs and Subs ,25327.53
16 Pubs and Subs ,25331.53
16 Pubs and Subs ,25282.25
16 Pubs and Subs ,25282.36
16 Pubs and Subs ,25352.50
16 Pubs and Subs ,25353.76
16 Pubs and Subs ,25306.09
16 Pubs and Subs ,25309.13
16 Pubs and Subs ,25366.99
16 Pubs and Subs ,25384.21
16 Pubs and Subs ,25396.26
16 Pubs and Subs ,25456.51
16 Pubs and Subs ,25456.78
16 Pubs and Subs ,25471.00
16 Pubs and Subs ,25477.26
16 Pubs and Subs ,25480.84
16 Pubs and Subs ,25497.32
16 Pubs and Subs ,25537.77
16 Pubs and Subs ,25547.40
16 Pubs and Subs ,25549.15
16 Pubs and Subs ,25569.45
16 Pubs and Subs ,25583.92
16 Pubs and Subs ,25600.46
16 Pubs and Subs ,25602.98
16 Pubs and Subs ,25612.68
16 Pubs and Subs ,25606.70
16 Pubs and Subs ,25621.90
16 Pubs and Subs ,25624.91
16 Pubs and Subs ,25628.42
16 Pubs and Subs ,25638.92
16 Pubs and Subs ,25595.46
16 Pubs and Subs ,25647.08
16 Pubs and Subs ,25660.10
16 Pubs and Subs ,25679.52
16 Pubs and Subs ,25736.11
16 Pubs and Subs ,25789.97
16 Pubs and Subs ,25747.37
16 Pubs and Subs ,25764.39
16 Pubs and Subs ,25846.66
16 Pubs and Subs ,25793.53
16 Pubs and Subs ,25784.74
16 Pubs and Subs ,25809.13
16 Pubs and Subs ,25871.28
16 Pubs and Subs ,25793.84
16 Pubs and Subs ,25839.52
16 Pubs and Subs ,25889.07
16 Pubs and Subs ,25848.41
16 Pubs and Subs ,25863.09
16 Pubs and Subs ,25914.13
16 Pubs and Subs ,25867.36
16 Pubs and Subs ,25848.49
16 Pubs and Subs ,25857.02
16 Pubs and Subs ,25857.89
16 Pubs and Subs ,25927.56
16 Pubs and Subs ,25933.58
16 Pubs and Subs ,25940.38
16 Pubs and Subs ,25954.79
16 Pubs and Subs ,25965.05
16 Pubs and Subs ,26010.05
16 Pubs and Subs ,26023.86
16 Pubs and Subs ,26088.79
16 Pubs and Subs ,26087.31
16 Pubs and Subs ,26115.41
16 Pubs and Subs ,26119.26
16 Pubs and Subs ,26132.16
16 Pubs and Subs ,26167.50
16 Pubs and Subs ,26215.11
16 Pubs and Subs ,26182.46
16 Pubs and Subs ,26187.71
16 Pubs and Subs ,26189.89
16 Pubs and Subs ,26236.23
16 Pubs and Subs ,26239.15
16 Pubs and Subs ,26246.97
16 Pubs and Subs ,26273.20
16 Pubs and Subs ,26320.06
16 Pubs and Subs ,26325.09
16 Pubs and Subs ,26336.86
16 Pubs and Subs ,26348.14
16 Pubs and Subs ,26328.65
16 Pubs and Subs ,26336.57
16 Pubs and Subs ,26394.50
16 Pubs and Subs ,26382.62
16 Pubs and Subs ,26412.72
16 Pubs and Subs ,26403.62
16 Pubs and Subs ,26441.14
16 Pubs and Subs ,26428.25
16 Pubs and Subs ,26449.88
16 Pubs and Subs ,26429.25
16 Pubs and Subs ,26432.85
16 Pubs and Subs ,26469.06
16 Pubs and Subs ,26551.53
16 Pubs and Subs ,26634.34
16 Pubs and Subs ,26652.61
16 Pubs and Subs ,26657.16
16 Pubs and Subs ,26629.57
16 Pubs and Subs ,26663.42
16 Pubs and Subs ,26716.76
16 Pubs and Subs ,26698.52
16 Pubs and Subs ,26667.06
16 Pubs and Subs ,26677.67
16 Pubs and Subs ,26713.13
16 Pubs and Subs ,26733.20
16 Pubs and Subs ,26678.69
16 Pubs and Subs ,26708.50
16 Pubs and Subs ,26769.98
16 Pubs and Subs ,26721.15
16 Pubs and Subs ,26753.59
16 Pubs and Subs ,26735.37
16 Pubs and Subs ,26842.81
16 Pubs and Subs ,26846.91
16 Pubs and Subs ,26503.84
16 Pubs and Subs ,26865.03
16 Pubs and Subs ,26882.84
16 Pubs and Subs ,26925.96
16 Pubs and Subs ,26538.24
16 Pubs and Subs ,26961.91
16 Pubs and Subs ,26949.90
16 Pubs and Subs ,26616.11
16 Pubs and Subs ,26944.69
16 Pubs and Subs ,26977.65
16 Pubs and Subs ,26955.43
16 Pubs and Subs ,26996.14
16 Pubs and Subs ,26988.47
16 Pubs and Subs ,26966.58
16 Pubs and Subs ,26459.40
16 Pubs and Subs ,27017.27
16 Pubs and Subs ,27051.08
16 Pubs and Subs ,26807.92
16 Pubs and Subs ,26808.38
16 Pubs and Subs ,27131.62
16 Pubs and Subs ,26812.31
16 Pubs and Subs ,27143.75
16 Pubs and Subs ,26622.88
16 Pubs and Subs ,27148.24
16 Pubs and Subs ,26841.35
16 Pubs and Subs ,27178.89
16 Pubs and Subs ,26878.88
16 Pubs and Subs ,27222.72
16 Pubs and Subs ,27235.70
16 Pubs and Subs ,26845.70
16 Pubs and Subs ,27245.99
16 Pubs and Subs ,26911.93
16 Pubs and Subs ,26963.70
16 Pubs and Subs ,27290.86
16 Pubs and Subs ,26750.75
16 Pubs and Subs ,27043.45
16 Pubs and Subs ,27051.31
16 Pubs and Subs ,26851.08
16 Pubs and Subs ,27012.06
16 Pubs and Subs ,27032.89
16 Pubs and Subs ,27051.88
16 Pubs and Subs ,27103.69
16 Pubs and Subs ,27104.16
16 Pubs and Subs ,26927.97
16 Pubs and Subs ,27091.34
16 Pubs and Subs ,27461.15
16 Pubs and Subs ,27461.17
16 Pubs and Subs ,26901.89
16 Pubs and Subs ,27189.87
16 Pubs and Subs ,27014.54
16 Pubs and Subs ,27221.43
16 Pubs and Subs ,27179.04
16 Pubs and Subs ,27179.50
16 Pubs and Subs ,26985.06
16 Pubs and Subs ,27238.37
16 Pubs and Subs ,27053.73
16 Pubs and Subs ,27101.13
16 Pubs and Subs ,27154.08
16 Pubs and Subs ,27319.76
16 Pubs and Subs ,27162.70
16 Pubs and Subs ,27102.95
16 Pubs and Subs ,27336.19
16 Pubs and Subs ,27403.54
16 Pubs and Subs ,27036.45
16 Pubs and Subs ,27213.40
16 Pubs and Subs ,27435.03
16 Pubs and Subs ,27390.66
16 Pubs and Subs ,27248.15
16 Pubs and Subs ,27249.83
16 Pubs and Subs ,27422.17
16 Pubs and Subs ,27300.88
16 Pubs and Subs ,27317.78
16 Pubs and Subs ,27321.26
16 Pubs and Subs ,27244.25
16 Pubs and Subs ,27386.55
16 Pubs and Subs ,27402.80
16 Pubs and Subs ,27183.45
16 Pubs and Subs ,27383.34
16 Pubs and Subs ,27421.81
16 Pubs and Subs ,27442.82
16 Pubs and Subs ,27597.77
16 Pubs and Subs ,27458.36
16 Pubs and Subs ,27475.89
16 Pubs and Subs ,27480.80
16 Pubs and Subs ,27319.81
16 Pubs and Subs ,27507.21
16 Pubs and Subs ,27478.46
16 Pubs and Subs ,27687.75
16 Pubs and Subs ,27580.22
16 Pubs and Subs ,27539.03
16 Pubs and Subs ,27610.31
16 Pubs and Subs ,27611.19
16 Pubs and Subs ,27664.05
16 Pubs and Subs ,27666.57
16 Pubs and Subs ,27642.04
16 Pubs and Subs ,27461.97
16 Pubs and Subs ,27685.87
16 Pubs and Subs ,27453.51
16 Pubs and Subs ,27655.33
16 Pubs and Subs ,27734.88
16 Pubs and Subs ,27694.35
16 Pubs and Subs ,27657.00
16 Pubs and Subs ,27776.97
16 Pubs and Subs ,27788.22
16 Pubs and Subs ,27774.51
16 Pubs and Subs ,27789.06
16 Pubs and Subs ,27777.08
16 Pubs and Subs ,27632.21
16 Pubs and Subs ,27829.33
16 Pubs and Subs ,27727.10
16 Pubs and Subs ,27674.12
16 Pubs and Subs ,27898.09
16 Pubs and Subs ,27870.73
16 Pubs and Subs ,27947.70
16 Pubs and Subs ,27879.67
16 Pubs and Subs ,27895.90
16 Pubs and Subs ,27959.40
16 Pubs and Subs ,27962.11
16 Pubs and Subs ,27947.11
16 Pubs and Subs ,27779.91
16 Pubs and Subs ,27755.83
16 Pubs and Subs ,28005.85
16 Pubs and Subs ,27979.94
16 Pubs and Subs ,28084.53
16 Pubs and Subs ,28028.74
16 Pubs and Subs ,28062.09
16 Pubs and Subs ,27846.38
16 Pubs and Subs ,27939.28
16 Pubs and Subs ,28073.83
16 Pubs and Subs ,28097.88
16 Pubs and Subs ,28150.53
16 Pubs and Subs ,28114.44
16 Pubs and Subs ,28112.32
16 Pubs and Subs ,28151.28
16 Pubs and Subs ,27969.52
16 Pubs and Subs ,28217.81
16 Pubs and Subs ,28083.95
16 Pubs and Subs ,28200.02
16 Pubs and Subs ,28200.94
16 Pubs and Subs ,27935.25
16 Pubs and Subs ,28137.93
16 Pubs and Subs ,28283.44
16 Pubs and Subs ,28188.14
16 Pubs and Subs ,28302.62
16 Pubs and Subs ,28304.85
16 Pubs and Subs ,28351.03
16 Pubs and Subs ,28139.40
16 Pubs and Subs ,28052.72
16 Pubs and Subs ,28243.78
16 Pubs and Subs ,28232.72
16 Pubs and Subs ,28317.14
16 Pubs and Subs ,28341.46
16 Pubs and Subs ,28350.98
16 Pubs and Subs ,28184.80
16 Pubs and Subs ,28312.06
16 Pubs and Subs ,28480.14
16 Pubs and Subs ,28470.53
16 Pubs and Subs ,28527.66
16 Pubs and Subs ,28507.35
16 Pubs and Subs ,28211.33
16 Pubs and Subs ,28408.18
16 Pubs and Subs ,28283.35
16 Pubs and Subs ,28287.91
16 Pubs and Subs ,28601.55
16 Pubs and Subs ,28479.69
16 Pubs and Subs ,28540.02
16 Pubs and Subs ,28507.22
16 Pubs and Subs ,28236.42
16 Pubs and Subs ,28603.87
16 Pubs and Subs ,28546.25
16 Pubs and Subs ,28632.89
16 Pubs and Subs ,28601.05
16 Pubs and Subs ,28614.38
16 Pubs and Subs ,28189.12
16 Pubs and Subs ,28616.08
16 Pubs and Subs ,28728.42
16 Pubs and Subs ,28828.16
16 Pubs and Subs ,28681.49
16 Pubs and Subs ,28250.33
16 Pubs and Subs ,28749.79
16 Pubs and Subs ,28688.00
16 Pubs and Subs ,28449.93
16 Pubs and Subs ,28811.32
16 Pubs and Subs ,28305.10
16 Pubs and Subs ,28815.04
16 Pubs and Subs ,28792.49
16 Pubs and Subs ,28804.44
16 Pubs and Subs ,28852.66
16 Pubs and Subs ,28285.32
16 Pubs and Subs ,28826.18
16 Pubs and Subs ,28884.47
16 Pubs and Subs ,28907.82
16 Pubs and Subs ,28955.79
16 Pubs and Subs ,28902.68
16 Pubs and Subs ,28967.36
16 Pubs and Subs ,28934.38
16 Pubs and Subs ,28419.14
16 Pubs and Subs ,29005.42
16 Pubs and Subs ,28972.82
16 Pubs and Subs ,29008.33
16 Pubs and Subs ,29022.57
16 Pubs and Subs ,28598.11
16 Pubs and Subs ,29075.15
16 Pubs and Subs ,29071.70
16 Pubs and Subs ,29061.88
16 Pubs and Subs ,29079.34
16 Pubs and Subs ,29102.58
16 Pubs and Subs ,29100.78
16 Pubs and Subs ,29139.84
16 Pubs and Subs ,29093.78
16 Pubs and Subs ,28570.48
16 Pubs and Subs ,29176.45
16 Pubs and Subs ,29178.63
16 Pubs and Subs ,29192.30
16 Pubs and Subs ,29236.06
16 Pubs and Subs ,28809.54
16 Pubs and Subs ,29196.53
16 Pubs and Subs ,29271.34
16 Pubs and Subs ,29272.48
16 Pubs and Subs ,29279.63
16 Pubs and Subs ,29317.24
16 Pubs and Subs ,29321.26
16 Pubs and Subs ,28736.03
16 Pubs and Subs ,29341.47
16 Pubs and Subs ,29322.88
16 Pubs and Subs ,29300.86
16 Pubs and Subs ,29369.98
16 Pubs and Subs ,29338.82
16 Pubs and Subs ,29407.44
16 Pubs and Subs ,29010.78
16 Pubs and Subs ,29402.01
16 Pubs and Subs ,29488.10
16 Pubs and Subs ,29512.63
16 Pubs and Subs ,29461.51
16 Pubs and Subs ,28921.39
16 Pubs and Subs ,29433.38
16 Pubs and Subs ,29473.29
16 Pubs and Subs ,29520.17
16 Pubs and Subs ,29464.49
16 Pubs and Subs ,29505.58
16 Pubs and Subs ,29540.51
16 Pubs and Subs ,29543.25
16 Pubs and Subs ,29488.73
16 Pubs and Subs ,29634.31
16 Pubs and Subs ,29515.43
16 Pubs and Subs ,29531.68
16 Pubs and Subs ,29626.59
16 Pubs and Subs ,29164.30
16 Pubs and Subs ,29623.73
16 Pubs and Subs ,29614.55
16 Pubs and Subs ,29180.33
16 Pubs and Subs ,29749.32
16 Pubs and Subs ,29672.08
16 Pubs and Subs ,29743.41
16 Pubs and Subs ,29747.61
16 Pubs and Subs ,29814.19
16 Pubs and Subs ,29794.00
16 Pubs and Subs ,29802.29
16 Pubs and Subs ,29836.44
16 Pubs and Subs ,29716.67
16 Pubs and Subs ,29894.34
16 Pubs and Subs ,29798.49
16 Pubs and Subs ,29853.77
16 Pubs and Subs ,29796.98
16 Pubs and Subs ,29811.86
16 Pubs and Subs ,29892.59
16 Pubs and Subs ,29458.23
16 Pubs and Subs ,29871.29
16 Pubs and Subs ,29961.73
16 Pubs and Subs ,29765.88
16 Pubs and Subs ,29386.86
16 Pubs and Subs ,29905.46
16 Pubs and Subs ,29940.92
16 Pubs and Subs ,30006.41
16 Pubs and Subs ,30044.17
16 Pubs and Subs ,30080.09
16 Pubs and Subs ,30026.45
16 Pubs and Subs ,30051.19
16 Pubs and Subs ,30070.91
16 Pubs and Subs ,29946.41
16 Pubs and Subs ,30165.18
16 Pubs and Subs ,29831.03
16 Pubs and Subs ,29957.95
16 Pubs and Subs ,29659.22
16 Pubs and Subs ,29584.25
16 Pubs and Subs ,30041.71
16 Pubs and Subs ,30168.95
16 Pubs and Subs ,30239.62
16 Pubs and Subs ,30194.15
16 Pubs and Subs ,30197.87
16 Pubs and Subs ,30207.49
16 Pubs and Subs ,30289.35
16 Pubs and Subs ,30135.84
16 Pubs and Subs ,30039.38
16 Pubs and Subs ,30296.33
16 Pubs and Subs ,30051.20
16 Pubs and Subs ,30315.18
16 Pubs and Subs ,29889.83
16 Pubs and Subs ,30080.45
16 Pubs and Subs ,30108.44
16 Pubs and Subs ,30430.24
16 Pubs and Subs ,29810.65
16 Pubs and Subs ,30423.03
16 Pubs and Subs ,30305.78
16 Pubs and Subs ,30311.02
16 Pubs and Subs ,30454.30
16 Pubs and Subs ,30470.62
16 Pubs and Subs ,30512.83
16 Pubs and Subs ,30398.68
16 Pubs and Subs ,29955.20
16 Pubs and Subs ,30288.13
16 Pubs and Subs ,30293.48
16 Pubs and Subs ,30294.32
16 Pubs and Subs ,30444.50
16 Pubs and Subs ,30303.30
16 Pubs and Subs ,30284.58
16 Pubs and Subs ,30134.70
16 Pubs and Subs ,30615.68
16 Pubs and Subs ,30396.06
16 Pubs and Subs ,30670.96
16 Pubs and Subs ,30437.35
16 Pubs and Subs ,30573.45
16 Pubs and Subs ,30581.06
16 Pubs and Subs ,30130.62
16 Pubs and Subs ,30755.02
16 Pubs and Subs ,30513.58
16 Pubs and Subs ,30400.09
16 Pubs and Subs ,30523.70
16 Pubs and Subs ,30555.86
16 Pubs and Subs ,30687.16
16 Pubs and Subs ,30508.34
16 Pubs and Subs ,30399.70
16 Pubs and Subs ,30621.87
16 Pubs and Subs ,30749.45
16 Pubs and Subs ,30586.33
16 Pubs and Subs ,30590.89
16 Pubs and Subs ,30658.02
16 Pubs and Subs ,30686.12
16 Pubs and Subs ,30700.88
16 Pubs and Subs ,30705.40
16 Pubs and Subs ,30312.89
16 Pubs and Subs ,30730.28
16 Pubs and Subs ,30983.01
16 Pubs and Subs ,30720.34
16 Pubs and Subs ,30757.82
16 Pubs and Subs ,30737.23
16 Pubs and Subs ,30646.88
16 Pubs and Subs ,30577.05
16 Pubs and Subs ,30821.13
16 Pubs and Subs ,30719.73
16 Pubs and Subs ,30460.35
16 Pubs and Subs ,30886.28
16 Pubs and Subs ,30865.65
16 Pubs and Subs ,30907.82
16 Pubs and Subs ,30793.66
16 Pubs and Subs ,30936.16
16 Pubs and Subs ,30817.27
16 Pubs and Subs ,30946.08
16 Pubs and Subs ,30948.04
16 Pubs and Subs ,30790.87
16 Pubs and Subs ,30850.68
16 Pubs and Subs ,31156.06
16 Pubs and Subs ,30898.09
16 Pubs and Subs ,30769.15
16 Pubs and Subs ,31065.46
16 Pubs and Subs ,30973.43
16 Pubs and Subs ,30981.81
16 Pubs and Subs ,30992.91
16 Pubs and Subs ,31097.40
16 Pubs and Subs ,30629.43
16 Pubs and Subs ,31028.56
16 Pubs and Subs ,31152.68
16 Pubs and Subs ,31157.92
16 Pubs and Subs ,31070.25
16 Pubs and Subs ,31083.76
16 Pubs and Subs ,31187.23
16 Pubs and Subs ,31058.95
16 Pubs and Subs ,30963.76
16 Pubs and Subs ,31282.08
16 Pubs and Subs ,31125.34
16 Pubs and Subs ,31182.37
16 Pubs and Subs ,31187.17
16 Pubs and Subs ,31152.43
16 Pubs and Subs ,31205.42
16 Pubs and Subs ,31240.25
16 Pubs and Subs ,31246.07
16 Pubs and Subs ,31258.69
16 Pubs and Subs ,31288.28
16 Pubs and Subs ,31254.96
16 Pubs and Subs ,31249.95
16 Pubs and Subs ,30933.36
16 Pubs and Subs ,31283.74
16 Pubs and Subs ,31344.53
16 Pubs and Subs ,31321.42
16 Pubs and Subs ,31321.94
16 Pubs and Subs ,31213.14
16 Pubs and Subs ,31400.37
16 Pubs and Subs ,31421.54
16 Pubs and Subs ,31404.30
16 Pubs and Subs ,31590.02
16 Pubs and Subs ,31466.83
16 Pubs and Subs ,31467.81
16 Pubs and Subs ,31498.72
16 Pubs and Subs ,31451.90
16 Pubs and Subs ,31501.33
16 Pubs and Subs ,31483.12
16 Pubs and Subs ,31497.67
16 Pubs and Subs ,31532.67
16 Pubs and Subs ,31582.06
16 Pubs and Subs ,31534.45
16 Pubs and Subs ,31586.76
16 Pubs and Subs ,31145.00
16 Pubs and Subs ,31437.42
16 Pubs and Subs ,31606.47
16 Pubs and Subs ,31645.60
16 Pubs and Subs ,31650.97
16 Pubs and Subs ,31702.02
16 Pubs and Subs ,31848.19
16 Pubs and Subs ,31719.73
16 Pubs and Subs ,31645.41
16 Pubs and Subs ,31722.76
16 Pubs and Subs ,31721.36
16 Pubs and Subs ,31743.28
16 Pubs and Subs ,31754.42
16 Pubs and Subs ,31763.54
16 Pubs and Subs ,31814.09
16 Pubs and Subs ,31326.19
16 Pubs and Subs ,31801.04
16 Pubs and Subs ,31843.25
16 Pubs and Subs ,31780.28
16 Pubs and Subs ,31871.40
16 Pubs and Subs ,31686.85
16 Pubs and Subs ,31860.54
16 Pubs and Subs ,31924.27
16 Pubs and Subs ,31931.32
16 Pubs and Subs ,31863.39
16 Pubs and Subs ,31967.42
16 Pubs and Subs ,32035.31
16 Pubs and Subs ,31997.36
16 Pubs and Subs ,32002.62
16 Pubs and Subs ,32010.95
16 Pubs and Subs ,32029.41
16 Pubs and Subs ,32034.90
16 Pubs and Subs ,32022.47
16 Pubs and Subs ,32081.00
16 Pubs and Subs ,31614.96
16 Pubs and Subs ,32060.40
16 Pubs and Subs ,32150.56
16 Pubs and Subs ,32080.85
16 Pubs and Subs ,32169.98
16 Pubs and Subs ,32044.45
16 Pubs and Subs ,32091.14
16 Pubs and Subs ,31936.51
16 Pubs and Subs ,32124.82
16 Pubs and Subs ,32224.64
16 Pubs and Subs ,32270.29
16 Pubs and Subs ,32165.80
16 Pubs and Subs ,32283.01
16 Pubs and Subs ,32162.10
16 Pubs and Subs ,32263.53
16 Pubs and Subs ,32298.41
16 Pubs and Subs ,32315.50
16 Pubs and Subs ,32278.67
16 Pubs and Subs ,31753.52
16 Pubs and Subs ,32302.30
16 Pubs and Subs ,32257.27
16 Pubs and Subs ,32258.48
16 Pubs and Subs ,32355.07
16 Pubs and Subs ,32128.20
16 Pubs and Subs ,32338.28
16 Pubs and Subs ,32344.00
16 Pubs and Subs ,32353.50
16 Pubs and Subs ,32414.47
16 Pubs and Subs ,32462.96
16 Pubs and Subs ,32553.84
16 Pubs and Subs ,32402.72
16 Pubs and Subs ,32506.93
16 Pubs and Subs ,32585.78
