Clients, Delay (ms)
16 Pubs and Subs ,21307.47
16 Pubs and Subs ,22192.26
16 Pubs and Subs ,21946.92
16 Pubs and Subs ,21743.04
16 Pubs and Subs ,22495.89
16 Pubs and Subs ,22003.56
16 Pubs and Subs ,22513.45
16 Pubs and Subs ,22402.79
16 Pubs and Subs ,22012.56
16 Pubs and Subs ,22046.64
16 Pubs and Subs ,22052.14
16 Pubs and Subs ,22471.76
16 Pubs and Subs ,22596.07
16 Pubs and Subs ,22292.61
16 Pubs and Subs ,22315.74
16 Pubs and Subs ,22638.55
16 Pubs and Subs ,21327.15
16 Pubs and Subs ,22421.67
16 Pubs and Subs ,22177.86
16 Pubs and Subs ,21994.35
16 Pubs and Subs ,22250.67
16 Pubs and Subs ,22775.71
16 Pubs and Subs ,22092.17
16 Pubs and Subs ,22593.41
16 Pubs and Subs ,22736.15
16 Pubs and Subs ,22118.43
16 Pubs and Subs ,22336.02
16 Pubs and Subs ,22362.83
16 Pubs and Subs ,22894.57
16 Pubs and Subs ,22159.52
16 Pubs and Subs ,22438.80
16 Pubs and Subs ,21633.70
16 Pubs and Subs ,22711.38
16 Pubs and Subs ,22437.77
16 Pubs and Subs ,22864.51
16 Pubs and Subs ,22286.53
16 Pubs and Subs ,22735.59
16 Pubs and Subs ,22347.26
16 Pubs and Subs ,22350.18
16 Pubs and Subs ,22973.87
16 Pubs and Subs ,22335.88
16 Pubs and Subs ,22855.23
16 Pubs and Subs ,22435.64
16 Pubs and Subs ,23070.98
16 Pubs and Subs ,22660.78
16 Pubs and Subs ,22384.15
16 Pubs and Subs ,21889.95
16 Pubs and Subs ,23083.62
16 Pubs and Subs ,22395.36
16 Pubs and Subs ,22475.41
16 Pubs and Subs ,23129.74
16 Pubs and Subs ,22964.99
16 Pubs and Subs ,22769.20
16 Pubs and Subs ,22254.56
16 Pubs and Subs ,22838.13
16 Pubs and Subs ,22548.43
16 Pubs and Subs ,22639.38
16 Pubs and Subs ,22300.48
16 Pubs and Subs ,23305.99
16 Pubs and Subs ,23211.54
16 Pubs and Subs ,22966.49
16 Pubs and Subs ,22437.80
16 Pubs and Subs ,22442.34
16 Pubs and Subs ,22739.08
16 Pubs and Subs ,22746.14
16 Pubs and Subs ,23253.15
16 Pubs and Subs ,22200.27
16 Pubs and Subs ,23415.35
16 Pubs and Subs ,22153.26
16 Pubs and Subs ,23053.66
16 Pubs and Subs ,23051.40
16 Pubs and Subs ,23114.59
16 Pubs and Subs ,22902.11
16 Pubs and Subs ,22839.28
16 Pubs and Subs ,22632.14
16 Pubs and Subs ,22367.30
16 Pubs and Subs ,23401.91
16 Pubs and Subs ,23467.74
16 Pubs and Subs ,22580.83
16 Pubs and Subs ,23213.56
16 Pubs and Subs ,22640.40
16 Pubs and Subs ,22916.77
16 Pubs and Subs ,22481.67
16 Pubs and Subs ,23295.40
16 Pubs and Subs ,23534.69
16 Pubs and Subs ,23601.90
16 Pubs and Subs ,23112.95
16 Pubs and Subs ,23351.21
16 Pubs and Subs ,22341.57
16 Pubs and Subs ,22898.85
16 Pubs and Subs ,22835.43
16 Pubs and Subs ,23124.00
16 Pubs and Subs ,22562.35
16 Pubs and Subs ,22660.58
16 Pubs and Subs ,23496.71
16 Pubs and Subs ,22963.47
16 Pubs and Subs ,22696.06
16 Pubs and Subs ,23742.09
16 Pubs and Subs ,23518.64
16 Pubs and Subs ,23572.72
16 Pubs and Subs ,23543.64
16 Pubs and Subs ,22508.56
16 Pubs and Subs ,23357.38
16 Pubs and Subs ,23833.10
16 Pubs and Subs ,23406.65
16 Pubs and Subs ,22850.80
16 Pubs and Subs ,22556.80
16 Pubs and Subs ,23701.90
16 Pubs and Subs ,22905.78
16 Pubs and Subs ,23140.42
16 Pubs and Subs ,22625.07
16 Pubs and Subs ,22964.67
16 Pubs and Subs ,23258.90
16 Pubs and Subs ,23493.62
16 Pubs and Subs ,23215.54
16 Pubs and Subs ,23813.10
16 Pubs and Subs ,23885.17
16 Pubs and Subs ,23913.37
16 Pubs and Subs ,23669.46
16 Pubs and Subs ,23690.77
16 Pubs and Subs ,23119.56
16 Pubs and Subs ,22743.29
16 Pubs and Subs ,23923.09
16 Pubs and Subs ,23435.14
16 Pubs and Subs ,23725.07
16 Pubs and Subs ,23173.80
16 Pubs and Subs ,22792.73
16 Pubs and Subs ,23217.40
16 Pubs and Subs ,23448.66
16 Pubs and Subs ,24061.47
16 Pubs and Subs ,23494.30
16 Pubs and Subs ,24088.95
16 Pubs and Subs ,23305.94
16 Pubs and Subs ,23293.67
16 Pubs and Subs ,23319.12
16 Pubs and Subs ,23892.07
16 Pubs and Subs ,23389.78
16 Pubs and Subs ,24206.76
16 Pubs and Subs ,23403.03
16 Pubs and Subs ,24000.19
16 Pubs and Subs ,23358.77
16 Pubs and Subs ,24015.83
16 Pubs and Subs ,23957.35
16 Pubs and Subs ,23464.76
16 Pubs and Subs ,23446.53
16 Pubs and Subs ,23555.37
16 Pubs and Subs ,24338.37
16 Pubs and Subs ,24127.99
16 Pubs and Subs ,23562.03
16 Pubs and Subs ,23579.30
16 Pubs and Subs ,24102.32
16 Pubs and Subs ,23630.40
16 Pubs and Subs ,23948.73
16 Pubs and Subs ,23601.29
16 Pubs and Subs ,23418.78
16 Pubs and Subs ,24255.34
16 Pubs and Subs ,23624.88
16 Pubs and Subs ,24483.15
16 Pubs and Subs ,24201.73
16 Pubs and Subs ,23968.18
16 Pubs and Subs ,23530.84
16 Pubs and Subs ,24391.45
16 Pubs and Subs ,24402.01
16 Pubs and Subs ,23843.74
16 Pubs and Subs ,23849.52
16 Pubs and Subs ,23851.99
16 Pubs and Subs ,24162.45
16 Pubs and Subs ,23837.03
16 Pubs and Subs ,24431.27
16 Pubs and Subs ,23708.61
16 Pubs and Subs ,23635.04
16 Pubs and Subs ,23733.94
16 Pubs and Subs ,24611.79
16 Pubs and Subs ,24050.57
16 Pubs and Subs ,24343.15
16 Pubs and Subs ,23760.25
16 Pubs and Subs ,24695.75
16 Pubs and Subs ,24061.36
16 Pubs and Subs ,24640.24
16 Pubs and Subs ,24147.46
16 Pubs and Subs ,23815.52
16 Pubs and Subs ,24377.74
16 Pubs and Subs ,23938.37
16 Pubs and Subs ,24238.73
16 Pubs and Subs ,24539.69
16 Pubs and Subs ,23858.86
16 Pubs and Subs ,24845.87
16 Pubs and Subs ,23941.13
16 Pubs and Subs ,24493.69
16 Pubs and Subs ,24780.93
16 Pubs and Subs ,24255.49
16 Pubs and Subs ,24667.67
16 Pubs and Subs ,23987.37
16 Pubs and Subs ,23998.67
16 Pubs and Subs ,24410.70
16 Pubs and Subs ,24159.28
16 Pubs and Subs ,24119.15
16 Pubs and Subs ,24670.53
16 Pubs and Subs ,24196.75
16 Pubs and Subs ,24748.06
16 Pubs and Subs ,24405.57
16 Pubs and Subs ,24498.35
16 Pubs and Subs ,24103.59
16 Pubs and Subs ,25046.72
16 Pubs and Subs ,24172.90
16 Pubs and Subs ,24237.20
16 Pubs and Subs ,24576.49
16 Pubs and Subs ,24597.52
16 Pubs and Subs ,24273.49
16 Pubs and Subs ,24827.31
16 Pubs and Subs ,24286.32
16 Pubs and Subs ,24682.18
16 Pubs and Subs ,24438.96
16 Pubs and Subs ,24702.91
16 Pubs and Subs ,24935.34
16 Pubs and Subs ,24737.67
16 Pubs and Subs ,24744.02
16 Pubs and Subs ,25047.96
16 Pubs and Subs ,24400.00
16 Pubs and Subs ,24801.31
16 Pubs and Subs ,24482.12
16 Pubs and Subs ,24832.35
16 Pubs and Subs ,24801.75
16 Pubs and Subs ,24879.36
16 Pubs and Subs ,25102.42
16 Pubs and Subs ,24891.94
16 Pubs and Subs ,24856.89
16 Pubs and Subs ,24730.03
16 Pubs and Subs ,24622.28
16 Pubs and Subs ,25029.85
16 Pubs and Subs ,24953.18
16 Pubs and Subs ,25032.53
16 Pubs and Subs ,25036.80
16 Pubs and Subs ,24795.37
16 Pubs and Subs ,24761.33
16 Pubs and Subs ,24910.66
16 Pubs and Subs ,25104.78
16 Pubs and Subs ,25190.49
16 Pubs and Subs ,25186.43
16 Pubs and Subs ,24821.93
16 Pubs and Subs ,24894.18
16 Pubs and Subs ,24927.60
16 Pubs and Subs ,25027.61
16 Pubs and Subs ,25312.11
16 Pubs and Subs ,25240.33
16 Pubs and Subs ,24937.20
16 Pubs and Subs ,24948.58
16 Pubs and Subs ,25044.10
16 Pubs and Subs ,25307.99
16 Pubs and Subs ,25145.87
16 Pubs and Subs ,25194.29
16 Pubs and Subs ,25072.27
16 Pubs and Subs ,25159.10
16 Pubs and Subs ,25193.70
16 Pubs and Subs ,25186.00
16 Pubs and Subs ,25209.35
16 Pubs and Subs ,31712.79
16 Pubs and Subs ,31732.16
16 Pubs and Subs ,31745.23
16 Pubs and Subs ,31769.77
16 Pubs and Subs ,31776.10
16 Pubs and Subs ,31814.02
16 Pubs and Subs ,31853.14
16 Pubs and Subs ,31857.60
16 Pubs and Subs ,31857.60
16 Pubs and Subs ,31862.43
16 Pubs and Subs ,31827.45
16 Pubs and Subs ,31870.56
16 Pubs and Subs ,31876.89
16 Pubs and Subs ,31882.60
16 Pubs and Subs ,31853.06
16 Pubs and Subs ,31853.54
16 Pubs and Subs ,31890.35
16 Pubs and Subs ,31892.05
16 Pubs and Subs ,31892.88
16 Pubs and Subs ,31882.10
16 Pubs and Subs ,31894.01
16 Pubs and Subs ,31946.01
16 Pubs and Subs ,31910.61
16 Pubs and Subs ,31947.63
16 Pubs and Subs ,32001.19
16 Pubs and Subs ,31974.03
16 Pubs and Subs ,31988.55
16 Pubs and Subs ,31996.45
16 Pubs and Subs ,32032.55
16 Pubs and Subs ,32041.52
16 Pubs and Subs ,32016.75
16 Pubs and Subs ,32054.90
16 Pubs and Subs ,32059.40
16 Pubs and Subs ,32065.78
16 Pubs and Subs ,32086.10
16 Pubs and Subs ,32060.87
16 Pubs and Subs ,32100.24
16 Pubs and Subs ,32136.94
16 Pubs and Subs ,32108.17
16 Pubs and Subs ,32126.66
16 Pubs and Subs ,32204.65
16 Pubs and Subs ,32141.12
16 Pubs and Subs ,32142.43
16 Pubs and Subs ,32220.86
16 Pubs and Subs ,32231.60
16 Pubs and Subs ,32155.93
16 Pubs and Subs ,32233.62
16 Pubs and Subs ,32242.28
16 Pubs and Subs ,32170.20
16 Pubs and Subs ,32256.77
16 Pubs and Subs ,32257.94
16 Pubs and Subs ,32267.84
16 Pubs and Subs ,32323.03
16 Pubs and Subs ,32314.62
16 Pubs and Subs ,32399.30
16 Pubs and Subs ,32204.38
16 Pubs and Subs ,32206.45
16 Pubs and Subs ,32213.96
16 Pubs and Subs ,32342.59
16 Pubs and Subs ,32343.43
16 Pubs and Subs ,32356.30
16 Pubs and Subs ,32359.63
16 Pubs and Subs ,32239.51
16 Pubs and Subs ,32251.84
16 Pubs and Subs ,32376.68
16 Pubs and Subs ,32377.94
16 Pubs and Subs ,32254.54
16 Pubs and Subs ,32472.43
16 Pubs and Subs ,32488.03
16 Pubs and Subs ,32371.72
16 Pubs and Subs ,32548.14
16 Pubs and Subs ,32477.52
16 Pubs and Subs ,32428.99
16 Pubs and Subs ,32447.41
16 Pubs and Subs ,32471.04
16 Pubs and Subs ,32548.98
16 Pubs and Subs ,32553.06
16 Pubs and Subs ,32519.57
16 Pubs and Subs ,32584.50
16 Pubs and Subs ,32585.44
16 Pubs and Subs ,32587.11
16 Pubs and Subs ,32534.20
16 Pubs and Subs ,32610.03
16 Pubs and Subs ,32561.77
16 Pubs and Subs ,32572.15
16 Pubs and Subs ,32575.15
16 Pubs and Subs ,32638.70
16 Pubs and Subs ,32641.44
16 Pubs and Subs ,32591.31
16 Pubs and Subs ,32438.15
16 Pubs and Subs ,32439.40
16 Pubs and Subs ,32684.94
16 Pubs and Subs ,32567.86
16 Pubs and Subs ,32580.62
16 Pubs and Subs ,32740.14
16 Pubs and Subs ,32591.88
16 Pubs and Subs ,32602.59
16 Pubs and Subs ,32757.08
16 Pubs and Subs ,32762.12
16 Pubs and Subs ,32777.72
16 Pubs and Subs ,32633.67
16 Pubs and Subs ,32850.86
16 Pubs and Subs ,32707.69
16 Pubs and Subs ,32758.09
16 Pubs and Subs ,32775.57
16 Pubs and Subs ,32792.78
16 Pubs and Subs ,32802.26
16 Pubs and Subs ,32818.39
16 Pubs and Subs ,32824.91
16 Pubs and Subs ,32832.31
16 Pubs and Subs ,32839.02
16 Pubs and Subs ,32861.58
16 Pubs and Subs ,32871.10
16 Pubs and Subs ,32874.94
16 Pubs and Subs ,32876.30
16 Pubs and Subs ,33030.98
16 Pubs and Subs ,32879.57
16 Pubs and Subs ,32882.24
16 Pubs and Subs ,32885.80
16 Pubs and Subs ,32963.48
16 Pubs and Subs ,33061.40
16 Pubs and Subs ,32979.76
16 Pubs and Subs ,33096.13
16 Pubs and Subs ,33108.95
16 Pubs and Subs ,33114.45
16 Pubs and Subs ,33054.35
16 Pubs and Subs ,33056.04
16 Pubs and Subs ,33138.79
16 Pubs and Subs ,33171.64
16 Pubs and Subs ,33093.37
16 Pubs and Subs ,33105.92
16 Pubs and Subs ,33195.68
16 Pubs and Subs ,33118.25
16 Pubs and Subs ,33208.28
16 Pubs and Subs ,33163.20
16 Pubs and Subs ,33164.33
16 Pubs and Subs ,33178.06
16 Pubs and Subs ,33150.94
16 Pubs and Subs ,33256.13
16 Pubs and Subs ,33242.69
16 Pubs and Subs ,33245.73
16 Pubs and Subs ,33372.83
16 Pubs and Subs ,33291.94
16 Pubs and Subs ,33267.38
16 Pubs and Subs ,33272.91
16 Pubs and Subs ,33326.15
16 Pubs and Subs ,33286.76
16 Pubs and Subs ,33301.23
16 Pubs and Subs ,33345.32
16 Pubs and Subs ,33318.21
16 Pubs and Subs ,33373.16
16 Pubs and Subs ,33349.15
16 Pubs and Subs ,33367.41
16 Pubs and Subs ,33271.10
16 Pubs and Subs ,33438.77
16 Pubs and Subs ,33403.14
16 Pubs and Subs ,33435.29
16 Pubs and Subs ,33351.48
16 Pubs and Subs ,33478.82
16 Pubs and Subs ,33388.26
16 Pubs and Subs ,33402.31
16 Pubs and Subs ,33415.96
16 Pubs and Subs ,33545.33
16 Pubs and Subs ,33445.51
16 Pubs and Subs ,33468.86
16 Pubs and Subs ,33592.09
16 Pubs and Subs ,33593.30
16 Pubs and Subs ,33494.79
16 Pubs and Subs ,33500.55
16 Pubs and Subs ,33274.46
16 Pubs and Subs ,33516.86
16 Pubs and Subs ,33581.97
16 Pubs and Subs ,33379.12
16 Pubs and Subs ,33397.64
16 Pubs and Subs ,33649.51
16 Pubs and Subs ,33653.63
16 Pubs and Subs ,33403.29
16 Pubs and Subs ,33431.23
16 Pubs and Subs ,33687.62
16 Pubs and Subs ,33452.80
16 Pubs and Subs ,33692.77
16 Pubs and Subs ,33733.27
16 Pubs and Subs ,33497.97
16 Pubs and Subs ,33503.40
16 Pubs and Subs ,33483.84
16 Pubs and Subs ,33530.31
16 Pubs and Subs ,33545.28
16 Pubs and Subs ,33560.88
16 Pubs and Subs ,33624.19
16 Pubs and Subs ,33591.94
16 Pubs and Subs ,33598.74
16 Pubs and Subs ,33613.29
16 Pubs and Subs ,33623.90
16 Pubs and Subs ,33669.26
16 Pubs and Subs ,33639.35
16 Pubs and Subs ,33639.82
16 Pubs and Subs ,33643.43
16 Pubs and Subs ,33690.72
16 Pubs and Subs ,33694.58
16 Pubs and Subs ,33742.33
16 Pubs and Subs ,33644.62
16 Pubs and Subs ,33711.21
16 Pubs and Subs ,33754.52
16 Pubs and Subs ,33716.17
16 Pubs and Subs ,33775.19
16 Pubs and Subs ,33729.81
16 Pubs and Subs ,33803.07
16 Pubs and Subs ,33763.37
16 Pubs and Subs ,33297.21
16 Pubs and Subs ,33784.04
16 Pubs and Subs ,33842.57
16 Pubs and Subs ,33800.20
16 Pubs and Subs ,33809.81
16 Pubs and Subs ,33834.16
16 Pubs and Subs ,33895.22
16 Pubs and Subs ,33927.70
16 Pubs and Subs ,33886.76
16 Pubs and Subs ,33952.71
16 Pubs and Subs ,33910.33
16 Pubs and Subs ,33446.18
16 Pubs and Subs ,33946.27
16 Pubs and Subs ,33941.69
16 Pubs and Subs ,33496.87
16 Pubs and Subs ,33523.04
16 Pubs and Subs ,33525.69
16 Pubs and Subs ,33530.53
16 Pubs and Subs ,33554.92
16 Pubs and Subs ,33567.89
16 Pubs and Subs ,34060.14
16 Pubs and Subs ,33618.11
16 Pubs and Subs ,33607.04
16 Pubs and Subs ,33640.02
16 Pubs and Subs ,34118.22
16 Pubs and Subs ,34123.94
16 Pubs and Subs ,33686.82
16 Pubs and Subs ,33689.37
16 Pubs and Subs ,34191.22
16 Pubs and Subs ,33664.70
16 Pubs and Subs ,33724.55
16 Pubs and Subs ,33716.10
16 Pubs and Subs ,33738.95
16 Pubs and Subs ,33734.12
16 Pubs and Subs ,33712.49
16 Pubs and Subs ,33777.20
16 Pubs and Subs ,33797.69
16 Pubs and Subs ,33786.94
16 Pubs and Subs ,33871.62
16 Pubs and Subs ,33902.68
16 Pubs and Subs ,33903.48
16 Pubs and Subs ,33862.66
16 Pubs and Subs ,33935.83
16 Pubs and Subs ,33940.79
16 Pubs and Subs ,33928.08
16 Pubs and Subs ,33872.46
16 Pubs and Subs ,33892.71
16 Pubs and Subs ,33894.38
16 Pubs and Subs ,33839.97
16 Pubs and Subs ,33979.03
16 Pubs and Subs ,34012.44
16 Pubs and Subs ,33978.73
16 Pubs and Subs ,34023.83
16 Pubs and Subs ,34016.35
16 Pubs and Subs ,34030.05
16 Pubs and Subs ,33952.18
16 Pubs and Subs ,34050.40
16 Pubs and Subs ,34107.76
16 Pubs and Subs ,34033.45
16 Pubs and Subs ,34166.96
16 Pubs and Subs ,34116.81
16 Pubs and Subs ,34191.29
16 Pubs and Subs ,34166.12
16 Pubs and Subs ,34165.04
16 Pubs and Subs ,34166.58
16 Pubs and Subs ,34117.22
16 Pubs and Subs ,34250.83
16 Pubs and Subs ,34204.54
16 Pubs and Subs ,34247.33
16 Pubs and Subs ,34255.86
16 Pubs and Subs ,34183.63
16 Pubs and Subs ,34305.55
16 Pubs and Subs ,34220.25
16 Pubs and Subs ,34282.05
16 Pubs and Subs ,34250.64
16 Pubs and Subs ,34326.31
16 Pubs and Subs ,34387.51
16 Pubs and Subs ,34311.96
16 Pubs and Subs ,34341.43
16 Pubs and Subs ,34429.57
16 Pubs and Subs ,34349.25
16 Pubs and Subs ,34430.02
16 Pubs and Subs ,34468.19
16 Pubs and Subs ,34396.16
16 Pubs and Subs ,34434.34
16 Pubs and Subs ,34495.36
16 Pubs and Subs ,34453.83
16 Pubs and Subs ,34516.85
16 Pubs and Subs ,34435.02
16 Pubs and Subs ,34538.74
16 Pubs and Subs ,34459.77
16 Pubs and Subs ,34416.88
16 Pubs and Subs ,34545.02
16 Pubs and Subs ,34563.36
16 Pubs and Subs ,34625.40
16 Pubs and Subs ,34636.61
16 Pubs and Subs ,34490.40
16 Pubs and Subs ,34541.45
16 Pubs and Subs ,34632.95
16 Pubs and Subs ,34651.63
16 Pubs and Subs ,34352.89
16 Pubs and Subs ,34659.77
16 Pubs and Subs ,34747.66
16 Pubs and Subs ,34689.49
16 Pubs and Subs ,34618.79
16 Pubs and Subs ,34703.60
16 Pubs and Subs ,34779.61
16 Pubs and Subs ,34669.37
16 Pubs and Subs ,34795.70
16 Pubs and Subs ,34438.99
16 Pubs and Subs ,34822.89
16 Pubs and Subs ,34849.14
16 Pubs and Subs ,34864.55
16 Pubs and Subs ,34853.70
16 Pubs and Subs ,34924.63
16 Pubs and Subs ,34831.62
16 Pubs and Subs ,34931.06
16 Pubs and Subs ,34936.69
16 Pubs and Subs ,34839.19
16 Pubs and Subs ,34919.01
16 Pubs and Subs ,34594.96
16 Pubs and Subs ,34965.28
16 Pubs and Subs ,34971.56
16 Pubs and Subs ,35019.19
16 Pubs and Subs ,34938.19
16 Pubs and Subs ,34686.03
16 Pubs and Subs ,35094.97
16 Pubs and Subs ,35077.66
16 Pubs and Subs ,35078.01
16 Pubs and Subs ,35080.65
16 Pubs and Subs ,35108.65
16 Pubs and Subs ,35073.24
16 Pubs and Subs ,35172.51
16 Pubs and Subs ,35092.91
16 Pubs and Subs ,35184.28
16 Pubs and Subs ,35168.51
16 Pubs and Subs ,34877.72
16 Pubs and Subs ,34892.59
16 Pubs and Subs ,35224.38
16 Pubs and Subs ,35198.62
16 Pubs and Subs ,34921.50
16 Pubs and Subs ,34871.29
16 Pubs and Subs ,35323.86
16 Pubs and Subs ,35270.32
16 Pubs and Subs ,35270.38
16 Pubs and Subs ,35276.47
16 Pubs and Subs ,35323.30
16 Pubs and Subs ,35402.74
16 Pubs and Subs ,35403.32
16 Pubs and Subs ,34901.42
16 Pubs and Subs ,35426.93
16 Pubs and Subs ,35369.08
16 Pubs and Subs ,35088.42
16 Pubs and Subs ,35373.25
16 Pubs and Subs ,35093.91
16 Pubs and Subs ,35359.53
16 Pubs and Subs ,35364.31
16 Pubs and Subs ,35145.46
16 Pubs and Subs ,34807.33
16 Pubs and Subs ,35471.74
16 Pubs and Subs ,35490.30
16 Pubs and Subs ,35497.61
16 Pubs and Subs ,35508.03
16 Pubs and Subs ,34705.83
16 Pubs and Subs ,35346.70
16 Pubs and Subs ,35595.68
16 Pubs and Subs ,35586.87
16 Pubs and Subs ,35610.34
16 Pubs and Subs ,35638.69
16 Pubs and Subs ,35378.71
16 Pubs and Subs ,35382.33
16 Pubs and Subs ,35639.40
16 Pubs and Subs ,35394.86
16 Pubs and Subs ,35676.51
16 Pubs and Subs ,34784.64
16 Pubs and Subs ,35444.71
16 Pubs and Subs ,35511.08
16 Pubs and Subs ,34658.47
16 Pubs and Subs ,35545.57
16 Pubs and Subs ,35773.46
16 Pubs and Subs ,35549.72
16 Pubs and Subs ,35513.46
16 Pubs and Subs ,34503.76
16 Pubs and Subs ,35535.87
16 Pubs and Subs ,35856.68
16 Pubs and Subs ,35877.24
16 Pubs and Subs ,35654.72
16 Pubs and Subs ,35660.87
16 Pubs and Subs ,35627.44
16 Pubs and Subs ,34557.03
16 Pubs and Subs ,35921.15
16 Pubs and Subs ,35615.50
16 Pubs and Subs ,35631.21
16 Pubs and Subs ,35676.04
16 Pubs and Subs ,35738.07
16 Pubs and Subs ,35833.81
16 Pubs and Subs ,35798.43
16 Pubs and Subs ,35822.36
16 Pubs and Subs ,35819.65
16 Pubs and Subs ,35862.51
16 Pubs and Subs ,35809.51
16 Pubs and Subs ,35823.30
16 Pubs and Subs ,35897.04
16 Pubs and Subs ,35925.35
16 Pubs and Subs ,35887.12
16 Pubs and Subs ,34782.19
16 Pubs and Subs ,35844.19
16 Pubs and Subs ,35930.81
16 Pubs and Subs ,35958.98
16 Pubs and Subs ,35758.53
16 Pubs and Subs ,35950.87
16 Pubs and Subs ,35951.42
16 Pubs and Subs ,36014.61
16 Pubs and Subs ,36007.97
16 Pubs and Subs ,36063.09
16 Pubs and Subs ,35905.26
16 Pubs and Subs ,36055.69
16 Pubs and Subs ,36115.66
16 Pubs and Subs ,36117.00
16 Pubs and Subs ,36076.49
16 Pubs and Subs ,36078.00
16 Pubs and Subs ,35748.79
16 Pubs and Subs ,36129.14
16 Pubs and Subs ,35959.12
16 Pubs and Subs ,36096.64
16 Pubs and Subs ,36172.53
16 Pubs and Subs ,34998.43
16 Pubs and Subs ,36170.44
16 Pubs and Subs ,36219.37
16 Pubs and Subs ,36235.76
16 Pubs and Subs ,36263.68
16 Pubs and Subs ,35700.71
16 Pubs and Subs ,36302.63
16 Pubs and Subs ,36244.98
16 Pubs and Subs ,35943.93
16 Pubs and Subs ,35956.63
16 Pubs and Subs ,36293.96
16 Pubs and Subs ,36300.88
16 Pubs and Subs ,36314.10
16 Pubs and Subs ,36183.65
16 Pubs and Subs ,36339.13
16 Pubs and Subs ,35777.67
16 Pubs and Subs ,36423.35
16 Pubs and Subs ,36401.29
16 Pubs and Subs ,36415.39
16 Pubs and Subs ,35269.40
16 Pubs and Subs ,35927.24
16 Pubs and Subs ,36513.96
16 Pubs and Subs ,36326.59
16 Pubs and Subs ,35964.10
16 Pubs and Subs ,36476.34
16 Pubs and Subs ,35695.96
16 Pubs and Subs ,36153.04
16 Pubs and Subs ,36498.54
16 Pubs and Subs ,36512.08
16 Pubs and Subs ,36515.01
16 Pubs and Subs ,36401.29
16 Pubs and Subs ,36461.47
16 Pubs and Subs ,35595.76
16 Pubs and Subs ,36606.92
16 Pubs and Subs ,36065.12
16 Pubs and Subs ,36646.70
16 Pubs and Subs ,36653.62
16 Pubs and Subs ,36160.60
16 Pubs and Subs ,35381.27
16 Pubs and Subs ,36367.11
16 Pubs and Subs ,36142.22
16 Pubs and Subs ,36722.13
16 Pubs and Subs ,36586.99
16 Pubs and Subs ,36734.64
16 Pubs and Subs ,36418.50
16 Pubs and Subs ,35729.14
16 Pubs and Subs ,36763.57
16 Pubs and Subs ,36439.89
16 Pubs and Subs ,36645.00
16 Pubs and Subs ,36013.51
16 Pubs and Subs ,36663.36
16 Pubs and Subs ,36732.91
16 Pubs and Subs ,36869.31
16 Pubs and Subs ,36323.28
16 Pubs and Subs ,36787.59
16 Pubs and Subs ,35609.48
16 Pubs and Subs ,36418.71
16 Pubs and Subs ,36432.95
16 Pubs and Subs ,36825.02
16 Pubs and Subs ,36645.09
16 Pubs and Subs ,36196.34
16 Pubs and Subs ,35903.01
16 Pubs and Subs ,36978.79
16 Pubs and Subs ,36656.58
16 Pubs and Subs ,35985.53
16 Pubs and Subs ,36488.75
16 Pubs and Subs ,36709.70
16 Pubs and Subs ,36737.15
16 Pubs and Subs ,36757.62
16 Pubs and Subs ,36976.75
16 Pubs and Subs ,36787.73
16 Pubs and Subs ,35984.96
16 Pubs and Subs ,36393.09
16 Pubs and Subs ,36627.31
16 Pubs and Subs ,35844.17
16 Pubs and Subs ,36179.68
16 Pubs and Subs ,36730.19
16 Pubs and Subs ,36668.34
16 Pubs and Subs ,37111.51
16 Pubs and Subs ,36737.32
16 Pubs and Subs ,36746.63
16 Pubs and Subs ,36254.45
16 Pubs and Subs ,36761.58
16 Pubs and Subs ,36773.80
16 Pubs and Subs ,36785.11
16 Pubs and Subs ,36751.87
16 Pubs and Subs ,36170.62
16 Pubs and Subs ,36810.44
16 Pubs and Subs ,37069.42
16 Pubs and Subs ,36366.87
16 Pubs and Subs ,36878.11
16 Pubs and Subs ,36676.38
16 Pubs and Subs ,36028.08
16 Pubs and Subs ,36690.56
16 Pubs and Subs ,37181.36
16 Pubs and Subs ,36941.99
16 Pubs and Subs ,36507.03
16 Pubs and Subs ,36742.58
16 Pubs and Subs ,36960.75
16 Pubs and Subs ,36961.99
16 Pubs and Subs ,36539.68
16 Pubs and Subs ,36527.47
16 Pubs and Subs ,36997.01
16 Pubs and Subs ,36288.70
16 Pubs and Subs ,36825.53
16 Pubs and Subs ,36463.11
16 Pubs and Subs ,36598.15
16 Pubs and Subs ,36953.26
16 Pubs and Subs ,36957.10
16 Pubs and Subs ,36300.11
16 Pubs and Subs ,36427.64
16 Pubs and Subs ,37236.03
16 Pubs and Subs ,36675.19
16 Pubs and Subs ,36747.39
16 Pubs and Subs ,37250.00
16 Pubs and Subs ,36740.68
16 Pubs and Subs ,36800.04
16 Pubs and Subs ,36461.40
16 Pubs and Subs ,37045.86
16 Pubs and Subs ,37051.00
16 Pubs and Subs ,37083.24
16 Pubs and Subs ,36792.65
16 Pubs and Subs ,36857.81
16 Pubs and Subs ,36472.02
16 Pubs and Subs ,36763.25
16 Pubs and Subs ,36788.17
16 Pubs and Subs ,36959.72
16 Pubs and Subs ,36559.53
16 Pubs and Subs ,37014.80
16 Pubs and Subs ,36998.57
16 Pubs and Subs ,36575.06
16 Pubs and Subs ,36966.55
